"321","Кальянная Tche Tche | Самара","Кальянная Tche Tche находится в Самаре по адресу улица Промышленности, 296",,"tche-tche-loundge-club","Tche Tche, лаунж-клуб","+7 (846) 991‒61‒11",,,"https://vk.com/loungetchetche","400","0","0","0","0","0","10","0","lounge Tche Tche – одна из лучших кальянных в Самаре, где можно расслабиться, устроившись в мягких зонах на подушках, покурить ароматный кальян, насладиться вкусом настоящего китайского чая, покушать вкусные роллы. Обслуживающий персонал в кафе приветлив ","lounge Tche Tche – одна из лучших кальянных в Самаре, где можно расслабиться, устроившись в мягких зонах на подушках, покурить ароматный кальян, насладиться вкусом настоящего китайского чая, покушать вкусные роллы. Обслуживающий персонал в кафе приветлив и внимателен, а сервис не вызывает никаких нареканий.

В нашем кафе вы можете воспользоваться бесплатно WI-FI интернетом!","Промышленности, 296","53.2005","50.2252","516","1","499099","1"
"322","Кальянная meGusto | Санкт-Петербург","Кальянная meGusto находится в Санкт-Петербурге по адресу Владимирский проспект 5",,"megusto-sankt-peterburg","meGusto","+7 (812) 922‒05‒31","http://megusto.club/#!/news","https://instagram.com/megustospb/","https://vk.com/megustospb","300","0","0","0","0","0","10","0","Мы находимся в самом сердце нашего прекрасного города! Наши мастера делают просто «уносящие» кальяны! У нас есть игровая комната с XBOX и не только! В нашей кальянной постоянно проходят какие-нибудь розыгрыши или скидки! Не упусти свой шанс поучаствовать!","Цена за вход 300р/час
Цена при репосте 250р/час

Подробности по тлф или у кальянщика 

Ждем в гости по адресу: Владимирский проспект, дом 5
Телефон для брони: 922-05-31","Владимирский проспект 5","59.9313","30.3473","527","1","498817","1"
"323","Кальянная Marinari | Санк-Петербург","Кальянная Marinari находится в г.Санк-Петербург по адресу Невский проспект, 72",,"marinari-sankt-peterburg","Marinari","+7 (812) 983‒49‒70","http://www.marinari.spb.ru/",,"https://vk.com/marinarispb","550","1","0","0","0","0","10","1","Если вы пришли с друзьями или решили провести вечер в компании близкого человека, дружелюбные официанты проводят вас в отдельные комнатки, где вы почувствуете себя совершенно оторванными от мира, сможете наслаждаться общением с близкими людьми не боясь, ч","Клуб MARINARI расположенная в самом сердце Петербурга, по адресу: Санкт-Петербург, Невский пр., д. 72, справа от кинотеатра Кристалл палас открыта для Вас с 12 часов и до последнего клиента. 
Номер телефона 9834970 

&quot;МАРИНАРИ&quot; - оазис, где можно в любую минуту укрыться от городского шума, окунуться в невероятную атмосферу восточных сказок, почувствовать себя настоящим человеком в окружении преданных служителей. 

Попадая сюда с улицы, забываешь все вопросы бытия, оставляешь все проблемы и окунаешься в мир грез и всевозможных желаний. 

Если вы пришли с друзьями или решили провести вечер в компании близкого человека, дружелюбные официанты проводят вас в отдельные комнатки, где вы почувствуете себя совершенно оторванными от мира, сможете наслаждаться общением с близкими людьми не боясь, что вас могут прервать или побеспокоить другие посетители нашего бара. Всегда баре играет приятная фоновая музыка.
Телефон для резерва столов и VIP кабинок
983-49-70","Невский проспект, 72","59.9334","30.3463","538","1","498817","1"
"324","Кальянная Saint-P Smoke | Санкт-Петербург","Кальянная Saint-P Smoke находится в Санкт-Петербурге по адресу Владимирский проспект 1/47",,"saint-p-smoke-sankt-peterburg","Saint-P Smoke","+7‒911‒904‒70‒37",,,"https://vk.com/saintpsmoke","500","1","0","0","0","0","10","1","Saint-P Smoke открывает свои двери для настоящих любителей отличного, густого и по-настоящему вкусного кальяна. Для вас представлена отличная линейка разнообразных видов табаков, от легких и мягких, до крепких и очень насыщенных. ","Saint-P Smoke открывает свои двери для настоящих любителей отличного, густого и по-настоящему вкусного кальяна. Для вас представлена отличная линейка разнообразных видов табаков, от легких и мягких, до крепких и очень насыщенных. Придя к нам вы будете всегда ощущать уют и тепло, которое подарят вам гостеприимные кальянщики и конечно же само заведение SPS. Вы не только насладитесь дымным кальяном, ароматными чаями, настольными играми, но и вдохнете в себя всю красоту и величие Санкт-Петербурга.

Мы находимся в самом сердце Петербурга.
Адрес:
Владимирский проспект 1/47","Владимирский проспект 1/47","59.9322","30.3469","549","1","498817","1"
"325","Кальянная Золотой гранат | Санкт-Петербург","Кальянная Золотой гранат г. Санкт-Петербург адрес Старо-Петергофский проспект, 15",,"zolotoi-granat-loundge-bar-sankt-peterburg","Золотой гранат, lounge-бар","+7 (812) 922‒26‒77",,"https://instagram.com/zolotoy_granat/","https://vk.com/zolotoygranat","620","0","0","0","0","0","10","0","В историческом центре Петербурга, недалеко от станции метро ""Технологический институт"" открылся небольшой, светлый и приятный уголок, где время практически останавливается – Lounge-bar ЗОЛОТОЙ ГРАНАТ. По Предварительной записи!","В Санкт-Петербурге появилось новое место, спрятанное от чужих и открытое только для своих. Заведение работает в формате частного клуба.

Это мир без суеты, с уютной атмосферой гостиной и изысканным интерьером. Все это дополняется множеством вкусных авторских коктейлей и сладостей.

Наша философия против рамок и шаблонов, каждый кальян создаётся с учётом ваших личных вкусовых предпочтений и неограниченных фантазий.

Друзья, предварительный резерв столиков ОБЯЗАТЕЛЕН!","Старо-Петергофский проспект, 15","59.9128","30.277","560","1","498817","1"
"335","Smoke bar Ugli Кальянная Казань","Классная кальянная, очень душевная и уютная. И самое главное кальян на пять с плюсом, много разнообразных вкусных вкусов. Приятное дополнение это настольные игры, весело с компанией подымить и поиграть. ",,"smoke-bar-ugli","Smoke bar Ugl","+7(962)552‒28‒12",,"https://instagram.com/_smoke_bar_ugli","https://vk.com/club79374575","500","0","0","0","0","0","10","1","Smoke bar Ugli-прекрасное уютное место, которое Вы можете посетить с любимым человеком или с друзьями и душевно провести время. Главная особенность Smoke bar Ugli-это разнообразное кальянное меню со всевозможными видами табаков и табачных миксов. ","Smoke bar Ugli-прекрасное уютное место, которое Вы можете посетить с любимым человеком или с друзьями и душевно провести время.
Главная особенность Smoke bar Ugli-это разнообразное кальянное меню со всевозможными видами табаков и табачных миксов. 
Мы первое заведение с выделенной зоной для курения кальяна на табачной основе.

Наши профессиональные кальянщики приготовят для Вас настоящий ароматный кальян, который поможет Вам расслабиться и провести чудесно время в компании близких. 
Выбирая место для проведения своего досуга с целью покурить кальян в Казани и приятно провести время, свой выбор безусловно стоит остановить на Smoke bar Ugli, ведь это кальянная, куда обязательно захочется вернуться!","Сибгата Хакима,40а","55.8146","49.1345","578","1","551487","1"
"336","Мята лаунж Кальянная Казань","Любимое многим заведение теперь можно найти и в Казани. Здесь можно не только покурить, но и приятно пообедать и выпить вкусный чай.",,"myata-launzh-kalyannaya-kazan","Мята лаунж","+7(843)225‒03‒87",,,"https://vk.com/myatalounge","700","0","0","0","0","0","10","1","Мята Lounge является первым закрытым кальянным клубом, которое активно развивает свою сеть по всей России. ","<p>Самое яркое место в центре Казани, для всех любителей настоящего кальяна. Мята Lounge является первым закрытым кальянным клубом, которое активно развивает свою сеть по всей России. </p>

<p>Мята Lounge сегодня это:</p>
<ul>
<li>Самые топовые вкусы кальяна и не только;</li>
<li>Большой выбор элитных чаев;</li>
<li>Самые лучшие кальянщики города перебрались к нам, для того что бы собрать все лучшее в одном месте;</li>
<li>Европейская и азиатская кухня;</li>
<li>Мята Longe это место уюта и комфортна, где теплая атмосфера заложена в принципы работы мятного семейства.</li>
</ul>","Пушкина, 54/1","55.7945","49.1257","589","1","551487","1"
"337","Meduza","Meduza lounge в городе Казань - это зона свободного общения, развлечений и отдыха. Приходи и убедись в этом сам, а мы уже готовим кальян именно для тебя.",,"meduza-lounge-bar-kazan","Meduza, lounge-bar","+7(843) 253‒44‒96",,,"https://vk.com/meduzalounge","500","0","0","1","1","1","10","1","Закрытый клуб ""Meduza lounge"" открыта и очень ждет Вас в гости. Интересные фильмы на большом экране, различные настольные и видео игры. Так же ароматные кальяны и вкуснейшие чаи. Алкоголь можете принести с собой. ","<p>Закрытый клуб <strong>""Meduza lounge""</strong> открыта и очень ждет Вас в гости. Интересные фильмы на большом экране, различные настольные и видео игры. Так же ароматные кальяны и вкуснейшие чаи. Алкоголь можете принести с собой. </p>
<p>Ждем вас наши дорогие гости!</p>","Парижской Коммуны, 14","55.7826","49.113","600","1","551487","1"
"338","Наше Место Кальянная в Казани","Кальянная ""Наше Место"" находится на Чистопольской, 48 в городе Казань.",,"nashe-mesto-kalyannaya-kazan","Наше Место","+7(843) 245‒27‒27",,"https://www.instagram.com/nashemestokzn/","https://vk.com/nashemestokzn","500","0","0","0","1","1","8","0","Замечательная обстановка, внимательный персонал, приятная музыка. Если хотите приятно провести - то вам к нам. Время у нас летит незаметно, оставляя только положительные эмоции.","<p>До 18.00 кальян стоит 500 руб.</p><p>Находимся мы по улице Чистопольская, 48, в нашей кальянной вы можете с друзьями поиграть в настольные игры и покурить ароматный кальян.</p><p>Табаки: альфакир, нахла, дубака, афзал, блюби, альфахама, аргилиньо + премиум табаки Танжирс, Фумари</p>","Чистопольская, 48","55.8184","49.1271","611","1","551487","1"
"339","ДымRoom Кальянный клуб Казани","Кальянный Клуб ДымRoom, если хочется расслабиться, подымить и попить чай приходи к нам находимся по адресу - город Казань ул. Островского 67, вход со двора! ",,"dymroom-kazan","ДымRoom","+7(987)226‒27‒67","http://дымрум.рф","https://www.instagram.com/dm_room/",,"350","0","0","0","0","0","10","0","Здесь каждый себе найдёт занятие по душе — бесконечные битвы на X-Box, ароматные кальяны, настольные игры, хорошая музыка и крайне интересные персонажи.","<p>Кальянный клуб Дым Room — уютное заведение в самом центре Казани. Здесь каждый себе найдёт занятие по душе — бесконечные битвы на X-Box, ароматные кальяны, настольные игры, хорошая музыка и крайне интересные персонажи! Настоящая зона комфорта — здесь нереально увидеть назойливых официантов, навязывающих свои гастрономические предпочтения — еду и напитки можно приносить с собой. Доставка пиццы и прочих вкусняшек приветствуется, так что выбор только за Вами. Кроме того, Вы можете приносить с собой алкоголь, в заведении введен вполне гуманный пробковый сбор. Полная свобода действий, полёт фантазии и только хорошие эмоции — это Дым Room.</p>","Островского, 67","55.7836","49.126","619","1","551487","1"
"340","Amsterdam, центр паровых коктейлей","Любишь азартные игры? Тогда тебе к нам: Дженга, Иманджинариум, Свинтус, Уно, нарды, карты и многое другое ждёт тебя в #iamsterdam_kzn И при этом тебя всегда будут радовать улыбчивые кальянщики, вкусный чай и ароматные кальяны.",,"kalyannaya-amsterdam-kazan","Amsterdam","+7(906)110‒11‒82",,"https://www.instagram.com/iamsterdam_kzn/","https://vk.com/iamsterdam_kzn","600","0","0","0","0","0","10","0","Если тебе не хватает позитивного настроения, тебе срочно нужно посетить нас.  Здесь тебя всегда ждут искренний смех, дружеские объятия и естественно невероятные кальяны от прирожденных кальянщиков! ","<p>Об акциях и мероприятиях вы можете узнать из группы в Вконтакте</p>","Большая Красная, 34","55.7974","49.1228","631","1","551487","1"
"341","Кальянный клуб Кислород [О2] в городе Казань","Кальянный клуб ""Кислород [О2] "" О2 «Мы объединяем людей». Бронь столов: 297-06-26 г. Казань ул.Сафиуллина 8а, вход через Августину",,"kalyannyj-klub-kislorod-o2","Кислород [О2]","+7(987)297‒06‒26",,"https://www.instagram.com/kislorodkzn/","https://vk.com/kislorodkzn","500","0","0","1","0","1","10","1","Мы ищем подход к каждому посетителю, и делаем все с любовью, и все для Вас.Множество разных, потрясающих и освежающих табаков, которые вы сможете попробовать. ","<p>Изысканная кальянная для истинных ценителей ароматного дыма.</p><p>Здесь вы почувствуете себя в своей атмосфере. Мы ищем подход к каждому посетителю, и делаем все с любовью, и все для Вас.</p><p>Множество разных, потрясающих и освежающих табаков, которые вы сможете попробовать. Также для любителей кальяна на дому, открыта табачная лавка, где вы сможете приобрести самые редкие и брендовые наполнители.</p><p>Наше меню включает в себя не только ароматный пар и множество вкусных чаев, но и большой ассортимент молочных коктейлей, фруктовых и ягодных смузи, лимонадов и прохладительных напитков,приготовленных с любовью и от которых Вы придете в восторг!</p><p>Мы открыты каждый день с 12:00, и ждем Вас на кальян!!</p><p>У нас действует акция <strong>каждый второй кальян 250 рублей.</strong></p>","Сафиуллина, 8а","55.7535","49.2176","642","1","551487","1"
"342","MALINA, клуб","MALINA, клуб г. Казань, Ул. Космонавтов, д. 1, справа от Burger Club",,"malina-klub-kazan","MALINA, клуб","+7(906)322‒23‒21",,,"https://vk.com/malina_kzn","700","1","0","0","0","0","5","0","Танцпол, алкоголь, кальяны что еще нужно, чтобы весело провести время?","<p>Проведите приятный вечер!</p><p>Отдохните от городской суеты!</p><p>Расслабьтесь за чашечкой вкусного чая!</p><p>Насладитесь ароматным кальяном!</p><p>Согрейтесь в атмосфере позитива!</p><p>Мы сделаем все для вас!</p><p>Ждем в гости дорогие гости!!!</p>","Космонавтов, 1","55.8023","49.1872","651","1","551487","1"
"343","Кальянная Continent Казань","Кальянная Continent г.Казань ул. Г.Кайбицкой 6А (вход через амбар). Будем рады Вас видеть.",,"kalyannaya-continent-kazan","Continent","+7(951)066‒65‒38",,"https://www.instagram.com/continent.kzn/","https://vk.com/continentkzn","400","1","0","0","0","0","10","1","Индивидуальные кабинки оформленные в своем стиле. Чай, кальян, печеньки легкий алкоголь и видеоигры.","<p>Теперь Continent работает для Вас с 18-1 каждый день, а в пт и сб до 2, по адресу Г.Кайбицкой 6А (вход через амбар). Будем рады Вас видеть!</p><p>Следите за новостями) И участвуйте в наших блиц-опросах) А самые активные получат приятные бонусы.</p><p>Тел. для брони: 8(951)066-65-38.</p><p>P.S. У нас Вы найдете то, что так давно искали. Качество гарантируем!</p>","Галии Кайбицкой, 6а","55.7787","49.2321","658","1","551487","1"
"344","Уникальная Кальянная ""Unity Hall"", Казань","""Unity Hall"", уникальная кальянная расположенная в городе Казань по адресу ул. Бутлерова 21",,"unikalnaya-kalyannaya-unity-hall-kazan","Unity Hall","+7(905‒)377‒18‒50",,,"http://vk.com/ukkzn","500","0","0","0","0","0","10","1","Уникальность! Каждый день новые события.","<p>Уникальность.Каждый день новые события.</p><p>Концертные мероприятия, вечера кальянных знаний и экспериментов, Stand Up, закрытые культовые вечеринки и не только...</p><p>Каким бы отличным не был Ваш кальян, мы не ставим его целью посещения.</p><p>На то мы и Уникальная Кальянная: мы хотим предложить Вам нечто иное, свой мир, в котором за лояльность Вы получите нечто большее...</p><p>Настоящие эмоции от посещения, которые Вы оцените по своему усмотрению.</p><p>До встречи в единственной Уникальной Кальянной Казани, до встречи в UNITY HALL.</p>","Бутлерова, 21","55.7879","49.1302","668","1","551487","1"
"345","GR8PEOPLEKAZAN, центр паровых коктейлей Казань","GR8PEOPLEKAZAN располагается в замечательном городе Казань по улице Достоевского, 44/6",,"gr8peoplekazan","GR8PEOPLEKAZAN","+7(903)388‒89‒77",,"https://www.instagram.com/gr8peoplekazan/","https://vk.com/gr8peoplekazan","300","1","0","0","0","0","10","0","Огромный выбор табака, 2 зала различной тематик, Xbox, пиво, низкие цены, отзывчивый персонал.","Кальян, заправленный душой,
В нём вперемежку с мишурой
И тлен, и пепел рифм сгоревших
Стихов моих осиротевших.

Пуста постель в анклаве ночи.
Огня и холода война.
Бокал сливового вина
Мой сон мечтами оторочил.

В нём вместо смысла ритмы танго.
Среди сияния свечей
Я - связка брошеных ключей
Забытых дней, и мякоть манго.

И ты, обидчик нежный мой,
От моей плоти снова пьян,
Ты куришь пристрастно кальян
Моей заправленный душой","Достоевского, 44/6","55.7873","49.1507","677","1","551487","1"
"346","Club Mint, клуб любителей кальяна Ульяновск","Club Mint, клуб любителей кальяна в городе Ульяновск по улице Федерации, 6",,"klub-mint-ulyanovsk","Club Mint","+7(917)613‒05‒43",,"https://www.instagram.com/club_miint/","https://vk.com/clubmiint","500","0","0","0","0","0","10","1","Уютная обстановка, можно поиграть в нарды, и в шахматы или просто поболтать с друзьями на удобных диванчиках.","У нас замечательная еда, делаем отличные кальяны. Заведение порадует вас уютной обстановкой, где вы сможете поиграть в нарды и шахматы, и просто общаясь с друзьями на удобных диванах. Рекомендуем посетить наше заведение и зарядиться приятной атмосферой и отличным настроение.","Федерации, 6","54.3208","48.3948","687","1","479123","1"
